<t>CREATE TABLE games (game_id INT PRIMARY KEY, game_name STRING, release_year INT, genre STRING)</t><s>ALTER TABLE games ADD COLUMN platform STRING</s>
<t>CREATE TABLE games (game_id INT PRIMARY KEY, game_name STRING, release_year INT, genre STRING)</t><s>alter table games add column platform string</s>
<t>CREATE TABLE games (game_id INT PRIMARY KEY, game_name STRING, release_year INT, genre STRING)</t><s>ALTER TABLE games MODIFY COLUMN release_year YEAR</s>
<t>CREATE TABLE games (game_id INT PRIMARY KEY, game_name STRING, release_year INT, genre STRING)</t><s>alter table games modify column release_year year</s>
<t>CREATE TABLE games (game_id INT PRIMARY KEY, game_name STRING, release_year INT, genre STRING)</t><s>ALTER TABLE games DROP COLUMN genre</s>
<t>CREATE TABLE games (game_id INT PRIMARY KEY, game_name STRING, release_year INT, genre STRING)</t><s>alter table games drop column genre</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )</t><s>ALTER TABLE players ADD COLUMN player_score INT NOT NULL</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )</t><s>alter table players add column player_score int not null</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )</t><s>ALTER TABLE players ADD COLUMN player_score INT NOT NULL</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )</t><s>alter table players add column player_score int not null</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )</t><s>ALTER TABLE games ADD COLUMN rating DECIMAL(3,2)</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )</t><s>alter table games add column rating decimal(3,2)</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )</t><s>ALTER TABLE games ADD COLUMN rating DECIMAL(3,2)</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )</t><s>alter table games add column rating decimal(3,2)</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )</t><s>ALTER TABLE players ADD CONSTRAINT fk_game FOREIGN KEY (game_id) REFERENCES games(game_id)</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )</t><s>alter table players add constraint fk_game foreign key (game_id) references games(game_id)</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )</t><s>ALTER TABLE players ADD CONSTRAINT fk_game FOREIGN KEY (game_id) REFERENCES games(game_id)</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name VARCHAR(50) NOT NULL, game_genre VARCHAR(50) NOT NULL, release_year INT NOT NULL )

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name VARCHAR(50) NOT NULL, player_level INT NOT NULL )</t><s>alter table players add constraint fk_game foreign key (game_id) references games(game_id)</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );
CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );</t><s>ALTER TABLE games ADD COLUMN publisher STRING</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );</t><s>alter table games add column publisher string</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );</t><s>ALTER TABLE games ADD COLUMN publisher STRING</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );</t><s>alter table games add column publisher string</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );</t><s>ALTER TABLE games ADD COLUMN publisher STRING</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );</t><s>alter table games add column publisher string</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );</t><s>ALTER TABLE games ADD COLUMN publisher STRING</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );</t><s>alter table games add column publisher string</s>
<t>CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );</t><s>ALTER TABLE games ADD COLUMN publisher STRING</s>
<t>CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );</t><s>alter table games add column publisher string</s>
<t>CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );</t><s>ALTER TABLE games ADD COLUMN publisher STRING</s>
<t>CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );</t><s>alter table games add column publisher string</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );</t><s>ALTER TABLE scores MODIFY COLUMN score INT NOT NULL</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );</t><s>alter table scores modify column score int not null</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );</t><s>ALTER TABLE scores MODIFY COLUMN score INT NOT NULL</s>
<t>CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );</t><s>alter table scores modify column score int not null</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );</t><s>ALTER TABLE scores MODIFY COLUMN score INT NOT NULL</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );</t><s>alter table scores modify column score int not null</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );</t><s>ALTER TABLE scores MODIFY COLUMN score INT NOT NULL</s>
<t>CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );</t><s>alter table scores modify column score int not null</s>
<t>CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );</t><s>ALTER TABLE scores MODIFY COLUMN score INT NOT NULL</s>
<t>CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );</t><s>alter table scores modify column score int not null</s>
<t>CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );</t><s>ALTER TABLE scores MODIFY COLUMN score INT NOT NULL</s>
<t>CREATE TABLE scores ( score_id INT PRIMARY KEY, player_id INT, game_id INT, score INT, FOREIGN KEY (player_id) REFERENCES players(player_id), FOREIGN KEY (game_id) REFERENCES games(game_id) );

CREATE TABLE games ( game_id INT PRIMARY KEY, game_name STRING, release_date DATE, genre STRING );

CREATE TABLE players ( player_id INT PRIMARY KEY, player_name STRING, level INT );</t><s>alter table scores modify column score int not null</s>
<t>CREATE TABLE Game ( game_id INT PRIMARY KEY, title VARCHAR(255), genre VARCHAR(50), release_date DATE, platform VARCHAR(50) );

CREATE TABLE Player ( player_id INT PRIMARY KEY, player_name VARCHAR(255), email VARCHAR(255), date_of_birth DATE, country VARCHAR(50) );

CREATE TABLE Scoreboard ( game_id INT, player_id INT, score INT, level INT, PRIMARY KEY (game_id, player_id), FOREIGN KEY (game_id) REFERENCES Game(game_id), FOREIGN KEY (player_id) REFERENCES Player(player_id) );

CREATE TABLE GameReview ( review_id INT PRIMARY KEY, game_id INT, player_id INT, rating FLOAT, review_text TEXT, FOREIGN KEY (game_id) REFERENCES Game(game_id), FOREIGN KEY (player_id) REFERENCES Player(player_id) );</t><s>ALTER TABLE Game ADD COLUMN publisher VARCHAR(255);</s>
<t>CREATE TABLE Game ( game_id INT PRIMARY KEY, title VARCHAR(255), genre VARCHAR(50), release_date DATE, platform VARCHAR(50) );

CREATE TABLE Player ( player_id INT PRIMARY KEY, player_name VARCHAR(255), email VARCHAR(255), date_of_birth DATE, country VARCHAR(50) );

CREATE TABLE Scoreboard ( game_id INT, player_id INT, score INT, level INT, PRIMARY KEY (game_id, player_id), FOREIGN KEY (game_id) REFERENCES Game(game_id), FOREIGN KEY (player_id) REFERENCES Player(player_id) );

CREATE TABLE GameReview ( review_id INT PRIMARY KEY, game_id INT, player_id INT, rating FLOAT, review_text TEXT, FOREIGN KEY (game_id) REFERENCES Game(game_id), FOREIGN KEY (player_id) REFERENCES Player(player_id) );</t><s>alter table game add column publisher varchar(255);</s>
<t>CREATE TABLE Game ( game_id INT PRIMARY KEY, title VARCHAR(255), genre VARCHAR(50), release_date DATE, platform VARCHAR(50) );

CREATE TABLE Player ( player_id INT PRIMARY KEY, player_name VARCHAR(255), email VARCHAR(255), date_of_birth DATE, country VARCHAR(50) );

CREATE TABLE GameReview ( review_id INT PRIMARY KEY, game_id INT, player_id INT, rating FLOAT, review_text TEXT, FOREIGN KEY (game_id) REFERENCES Game(game_id), FOREIGN KEY (player_id) REFERENCES Player(player_id) );

CREATE TABLE Scoreboard ( game_id INT, player_id INT, score INT, level INT, PRIMARY KEY (game_id, player_id), FOREIGN KEY (game_id) REFERENCES Game(game_id), FOREIGN KEY (player_id) REFERENCES Player(player_id) );</t><s>ALTER TABLE Game ADD COLUMN publisher VARCHAR(255);</s>
